Person Id,Door Access DateTime
49,10/1/15 19:06
6,10/1/15 19:06
21,10/1/15 19:06
29,10/1/15 19:06
57,10/1/15 19:07
32,10/1/15 19:07
74,10/1/15 19:07
38,10/1/15 19:07
4,10/1/15 19:07
60,10/1/15 19:07
86,10/1/15 19:07
97,10/1/15 19:08
85,10/1/15 19:08
88,10/1/15 19:08
5,10/1/15 19:08
42,10/1/15 19:08
33,10/1/15 19:09
87,10/1/15 19:09
69,10/1/15 19:10
55,10/1/15 19:10
79,10/1/15 19:11
10,10/1/15 19:11
47,10/1/15 19:11
2,10/1/15 19:12
35,10/1/15 19:12
17,10/1/15 19:13
36,10/1/15 19:17
9,10/1/15 19:17
66,10/1/15 19:18
51,10/1/15 19:19
56,10/1/15 19:20
16,10/1/15 19:21
40,10/1/15 19:22
22,10/1/15 19:23
24,10/1/15 19:24
37,10/1/15 19:27
45,10/1/15 19:30
23,10/1/15 19:31
93,10/1/15 19:32
75,10/1/15 19:33
91,10/1/15 19:37
25,10/1/15 19:37
31,10/1/15 19:37
20,10/1/15 19:38
58,10/1/15 19:43
62,10/1/15 19:44
12,10/1/15 19:48
72,10/1/15 19:49
53,10/1/15 20:00
78,10/1/15 20:00
1,10/1/15 20:03
46,10/1/15 20:04
80,10/1/15 20:04
18,10/1/15 20:06
71,10/1/15 20:11
30,10/1/15 20:14
7,10/1/15 20:16
70,10/1/15 20:16
8,10/1/15 20:18
92,10/1/15 20:19
83,10/1/15 20:19
68,10/1/15 20:20
18,10/1/15 20:23
19,10/1/15 20:23
43,10/1/15 20:27
50,10/1/15 20:28
95,10/1/15 20:28
96,10/1/15 20:30
28,10/1/15 20:30
34,10/1/15 20:30
48,10/1/15 20:30
90,10/1/15 20:31
26,10/1/15 20:33
14,10/1/15 20:38
27,10/1/15 20:49
1,10/2/15 8:02
2,10/2/15 8:02
3,10/2/15 8:03
4,10/2/15 8:04
5,10/2/15 8:04
6,10/2/15 8:07
7,10/2/15 8:07
8,10/2/15 8:07
9,10/2/15 8:07
10,10/2/15 8:14
11,10/2/15 8:27
12,10/2/15 8:28
13,10/2/15 8:28
14,10/2/15 8:33
15,10/2/15 8:38
16,10/2/15 8:40
17,10/2/15 9:00
18,10/2/15 9:00
19,10/2/15 9:00
20,10/2/15 9:00
21,10/2/15 9:00
22,10/2/15 9:04
23,10/2/15 9:08
24,10/2/15 9:09
25,10/2/15 9:10
26,10/2/15 9:11
27,10/2/15 9:12
28,10/2/15 9:18
29,10/2/15 9:27
30,10/2/15 9:27
31,10/2/15 9:28
32,10/2/15 9:32
33,10/2/15 9:36
34,10/2/15 9:47
35,10/2/15 9:47
36,10/2/15 10:00
37,10/2/15 10:00
38,10/2/15 10:00
39,10/2/15 10:00
40,10/2/15 10:04
41,10/2/15 10:07
42,10/2/15 10:07
43,10/2/15 10:11
44,10/2/15 10:12
45,10/2/15 10:13
46,10/2/15 10:16
47,10/2/15 10:17
48,10/2/15 10:17
49,10/2/15 10:19
50,10/2/15 10:19
51,10/2/15 10:20
52,10/2/15 10:20
53,10/2/15 10:20
54,10/2/15 10:20
55,10/2/15 10:21
56,10/2/15 10:21
57,10/2/15 10:23
58,10/2/15 10:24
59,10/2/15 10:26
60,10/2/15 10:27
61,10/2/15 10:27
62,10/2/15 10:27
63,10/2/15 10:28
64,10/2/15 10:28
65,10/2/15 10:29
66,10/2/15 10:30
67,10/2/15 10:31
68,10/2/15 10:31
69,10/2/15 10:32
70,10/2/15 10:32
71,10/2/15 10:32
72,10/2/15 10:32
73,10/2/15 10:33
74,10/2/15 10:34
75,10/2/15 10:34
76,10/2/15 10:37
77,10/2/15 10:37
78,10/2/15 10:37
79,10/2/15 10:37
80,10/2/15 10:38
81,10/2/15 10:38
82,10/2/15 10:40
83,10/2/15 10:40
84,10/2/15 10:40
85,10/2/15 10:40
86,10/2/15 10:40
87,10/2/15 10:41
88,10/2/15 10:41
89,10/2/15 10:42
18,10/2/15 10:42
90,10/2/15 10:43
91,10/2/15 10:44
92,10/2/15 10:46
93,10/2/15 10:47
94,10/2/15 10:47
95,10/2/15 10:48
96,10/2/15 10:48
97,10/2/15 10:49
13,10/2/15 12:00
13,10/2/15 12:01
22,10/2/15 12:02
31,10/2/15 12:02
22,10/2/15 12:03
44,10/2/15 12:03
16,10/2/15 12:03
38,10/2/15 12:11
51,10/2/15 12:14
4,10/2/15 12:16
58,10/2/15 12:19
82,10/2/15 12:21
12,10/2/15 12:23
91,10/2/15 12:26
80,10/2/15 12:29
71,10/2/15 12:36
8,10/2/15 12:40
33,10/2/15 12:46
21,10/2/15 13:00
52,10/2/15 13:00
64,10/2/15 13:01
31,10/2/15 13:01
74,10/2/15 13:01
61,10/2/15 13:01
65,10/2/15 13:02
15,10/2/15 13:03
24,10/2/15 13:04
63,10/2/15 13:07
64,10/2/15 13:07
44,10/2/15 13:07
88,10/2/15 13:08
77,10/2/15 13:10
67,10/2/15 13:11
11,10/2/15 13:11
3,10/2/15 13:11
46,10/2/15 13:11
45,10/2/15 13:14
39,10/2/15 13:14
94,10/2/15 13:14
46,10/2/15 13:16
89,10/2/15 13:17
48,10/2/15 13:17
51,10/2/15 13:18
73,10/2/15 13:19
23,10/2/15 13:20
11,10/2/15 13:21
43,10/2/15 13:21
5,10/2/15 13:22
40,10/2/15 13:22
28,10/2/15 13:22
75,10/2/15 13:23
86,10/2/15 13:24
47,10/2/15 13:24
76,10/2/15 13:24
41,10/2/15 13:26
50,10/2/15 13:27
36,10/2/15 13:28
42,10/2/15 13:29
37,10/2/15 13:29
54,10/2/15 13:31
65,10/2/15 13:33
69,10/2/15 13:37
56,10/2/15 13:39
81,10/2/15 13:40
39,10/2/15 13:44
15,10/2/15 13:47
6,10/2/15 13:47
58,10/2/15 13:48
63,10/2/15 13:48
93,10/2/15 14:00
41,10/2/15 14:00
20,10/2/15 14:01
62,10/2/15 14:02
66,10/2/15 14:03
84,10/2/15 14:03
24,10/2/15 14:03
9,10/2/15 14:04
48,10/2/15 14:04
66,10/2/15 14:04
66,10/2/15 14:06
51,10/2/15 14:06
23,10/2/15 14:07
20,10/2/15 14:07
62,10/2/15 14:07
33,10/2/15 14:07
43,10/2/15 14:08
47,10/2/15 14:11
12,10/2/15 14:11
91,10/2/15 14:11
80,10/2/15 14:12
57,10/2/15 14:12
71,10/2/15 14:14
5,10/2/15 14:14
8,10/2/15 14:17
95,10/2/15 14:17
25,10/2/15 14:18
25,10/2/15 14:18
90,10/2/15 14:23
61,10/2/15 14:26
49,10/2/15 14:32
84,10/2/15 14:34
9,10/2/15 14:38
56,10/2/15 14:39
45,10/2/15 14:39
52,10/2/15 14:39
50,10/2/15 14:41
68,10/2/15 14:47
72,10/2/15 14:47
76,10/2/15 18:07
63,10/2/15 18:10
81,10/2/15 18:11
65,10/2/15 18:11
11,10/2/15 18:14
67,10/2/15 18:14
13,10/2/15 18:14
39,10/2/15 18:18
3,10/2/15 18:19
77,10/2/15 18:22
52,10/2/15 18:22
89,10/2/15 18:24
61,10/2/15 18:30
41,10/2/15 18:31
82,10/2/15 18:33
64,10/2/15 18:36
59,10/2/15 18:36
73,10/2/15 18:36
84,10/2/15 18:36
94,10/2/15 18:37
15,10/2/15 19:01
44,10/2/15 19:03
54,10/2/15 19:04
49,10/2/15 19:06
6,10/2/15 19:06
21,10/2/15 19:06
29,10/2/15 19:06
57,10/2/15 19:07
32,10/2/15 19:07
74,10/2/15 19:07
38,10/2/15 19:07
4,10/2/15 19:07
60,10/2/15 19:07
86,10/2/15 19:07
97,10/2/15 19:08
85,10/2/15 19:08
88,10/2/15 19:08
5,10/2/15 19:08
42,10/2/15 19:08
33,10/2/15 19:09
87,10/2/15 19:09
69,10/2/15 19:10
55,10/2/15 19:10
79,10/2/15 19:11
10,10/2/15 19:11
47,10/2/15 19:11
2,10/2/15 19:12
35,10/2/15 19:12
17,10/2/15 19:13
36,10/2/15 19:17
9,10/2/15 19:17
66,10/2/15 19:18
51,10/2/15 19:19
56,10/2/15 19:20
16,10/2/15 19:21
40,10/2/15 19:22
22,10/2/15 19:23
24,10/2/15 19:24
37,10/2/15 19:27
45,10/2/15 19:30
23,10/2/15 19:31
93,10/2/15 19:32
75,10/2/15 19:33
91,10/2/15 19:37
25,10/2/15 19:37
31,10/2/15 19:37
20,10/2/15 19:38
58,10/2/15 19:43
62,10/2/15 19:44
12,10/2/15 19:48
72,10/2/15 19:49
53,10/2/15 20:00
78,10/2/15 20:00
1,10/2/15 20:03
46,10/2/15 20:04
80,10/2/15 20:04
18,10/2/15 20:06
71,10/2/15 20:11
30,10/2/15 20:14
7,10/2/15 20:16
70,10/2/15 20:16
8,10/2/15 20:18
92,10/2/15 20:19
83,10/2/15 20:19
68,10/2/15 20:20
18,10/2/15 20:23
19,10/2/15 20:23
43,10/2/15 20:27
50,10/2/15 20:28
95,10/2/15 20:28
96,10/2/15 20:30
34,10/2/15 20:30
48,10/2/15 20:30
90,10/2/15 20:31
26,10/2/15 20:33
14,10/2/15 20:38
28,10/2/15 20:40
27,10/2/15 20:49
1,10/5/15 8:02
2,10/5/15 8:02
3,10/5/15 8:03
4,10/5/15 8:04
5,10/5/15 8:04
6,10/5/15 8:07
7,10/5/15 8:07
8,10/5/15 8:07
9,10/5/15 8:07
10,10/5/15 8:14
11,10/5/15 8:27
12,10/5/15 8:28
13,10/5/15 8:28
14,10/5/15 8:33
15,10/5/15 8:38
16,10/5/15 8:40
17,10/5/15 9:00
18,10/5/15 9:00
19,10/5/15 9:00
20,10/5/15 9:00
21,10/5/15 9:00
23,10/5/15 9:08
24,10/5/15 9:09
25,10/5/15 9:10
26,10/5/15 9:11
27,10/5/15 9:12
28,10/5/15 9:18
29,10/5/15 9:27
30,10/5/15 9:27
32,10/5/15 9:32
33,10/5/15 9:36
34,10/5/15 9:47
35,10/5/15 9:47
36,10/5/15 10:00
37,10/5/15 10:00
38,10/5/15 10:00
39,10/5/15 10:00
40,10/5/15 10:04
41,10/5/15 10:07
42,10/5/15 10:07
43,10/5/15 10:11
44,10/5/15 10:12
45,10/5/15 10:13
46,10/5/15 10:16
47,10/5/15 10:17
48,10/5/15 10:17
49,10/5/15 10:19
50,10/5/15 10:19
51,10/5/15 10:20
52,10/5/15 10:20
53,10/5/15 10:20
54,10/5/15 10:20
55,10/5/15 10:21
56,10/5/15 10:21
57,10/5/15 10:23
58,10/5/15 10:24
59,10/5/15 10:26
60,10/5/15 10:27
61,10/5/15 10:27
62,10/5/15 10:27
64,10/5/15 10:28
65,10/5/15 10:29
66,10/5/15 10:30
67,10/5/15 10:31
68,10/5/15 10:31
69,10/5/15 10:32
70,10/5/15 10:32
71,10/5/15 10:32
72,10/5/15 10:32
73,10/5/15 10:33
74,10/5/15 10:34
75,10/5/15 10:34
76,10/5/15 10:37
77,10/5/15 10:37
78,10/5/15 10:37
79,10/5/15 10:37
80,10/5/15 10:38
81,10/5/15 10:38
82,10/5/15 10:40
83,10/5/15 10:40
84,10/5/15 10:40
85,10/5/15 10:40
86,10/5/15 10:40
87,10/5/15 10:41
88,10/5/15 10:41
89,10/5/15 10:42
18,10/5/15 10:42
90,10/5/15 10:43
91,10/5/15 10:44
92,10/5/15 10:46
93,10/5/15 10:47
94,10/5/15 10:47
95,10/5/15 10:48
96,10/5/15 10:48
97,10/5/15 10:49
13,10/5/15 12:00
13,10/5/15 12:01
31,10/5/15 12:02
44,10/5/15 12:03
16,10/5/15 12:03
38,10/5/15 12:11
51,10/5/15 12:14
4,10/5/15 12:16
58,10/5/15 12:19
82,10/5/15 12:21
12,10/5/15 12:23
91,10/5/15 12:26
80,10/5/15 12:29
71,10/5/15 12:36
8,10/5/15 12:40
33,10/5/15 12:46
21,10/5/15 13:00
52,10/5/15 13:00
64,10/5/15 13:01
31,10/5/15 13:01
74,10/5/15 13:01
61,10/5/15 13:01
65,10/5/15 13:02
15,10/5/15 13:03
24,10/5/15 13:04
64,10/5/15 13:07
44,10/5/15 13:07
88,10/5/15 13:08
77,10/5/15 13:10
67,10/5/15 13:11
11,10/5/15 13:11
3,10/5/15 13:11
46,10/5/15 13:11
45,10/5/15 13:14
39,10/5/15 13:14
94,10/5/15 13:14
46,10/5/15 13:16
89,10/5/15 13:17
48,10/5/15 13:17
51,10/5/15 13:18
73,10/5/15 13:19
23,10/5/15 13:20
11,10/5/15 13:21
43,10/5/15 13:21
5,10/5/15 13:22
40,10/5/15 13:22
28,10/5/15 13:22
75,10/5/15 13:23
86,10/5/15 13:24
47,10/5/15 13:24
76,10/5/15 13:24
41,10/5/15 13:26
50,10/5/15 13:27
36,10/5/15 13:28
42,10/5/15 13:29
37,10/5/15 13:29
54,10/5/15 13:31
65,10/5/15 13:33
69,10/5/15 13:37
56,10/5/15 13:39
81,10/5/15 13:40
39,10/5/15 13:44
15,10/5/15 13:47
6,10/5/15 13:47
58,10/5/15 13:48
93,10/5/15 14:00
41,10/5/15 14:00
20,10/5/15 14:01
62,10/5/15 14:02
66,10/5/15 14:03
84,10/5/15 14:03
24,10/5/15 14:03
9,10/5/15 14:04
48,10/5/15 14:04
66,10/5/15 14:04
66,10/5/15 14:06
51,10/5/15 14:06
23,10/5/15 14:07
20,10/5/15 14:07
62,10/5/15 14:07
33,10/5/15 14:07
43,10/5/15 14:08
47,10/5/15 14:11
12,10/5/15 14:11
91,10/5/15 14:11
80,10/5/15 14:12
57,10/5/15 14:12
71,10/5/15 14:14
5,10/5/15 14:14
8,10/5/15 14:17
95,10/5/15 14:17
25,10/5/15 14:18
25,10/5/15 14:18
90,10/5/15 14:23
61,10/5/15 14:26
49,10/5/15 14:32
84,10/5/15 14:34
9,10/5/15 14:38
56,10/5/15 14:39
45,10/5/15 14:39
52,10/5/15 14:39
50,10/5/15 14:41
68,10/5/15 14:47
72,10/5/15 14:47
76,10/5/15 18:07
81,10/5/15 18:11
65,10/5/15 18:11
11,10/5/15 18:14
67,10/5/15 18:14
13,10/5/15 18:14
39,10/5/15 18:18
3,10/5/15 18:19
77,10/5/15 18:22
52,10/5/15 18:22
89,10/5/15 18:24
61,10/5/15 18:30
41,10/5/15 18:31
82,10/5/15 18:33
64,10/5/15 18:36
59,10/5/15 18:36
73,10/5/15 18:36
84,10/5/15 18:36
94,10/5/15 18:37
15,10/5/15 19:01
44,10/5/15 19:03
54,10/5/15 19:04
49,10/5/15 19:06
6,10/5/15 19:06
21,10/5/15 19:06
29,10/5/15 19:06
57,10/5/15 19:07
32,10/5/15 19:07
74,10/5/15 19:07
38,10/5/15 19:07
4,10/5/15 19:07
60,10/5/15 19:07
86,10/5/15 19:07
97,10/5/15 19:08
85,10/5/15 19:08
88,10/5/15 19:08
5,10/5/15 19:08
42,10/5/15 19:08
33,10/5/15 19:09
87,10/5/15 19:09
69,10/5/15 19:10
55,10/5/15 19:10
79,10/5/15 19:11
10,10/5/15 19:11
47,10/5/15 19:11
2,10/5/15 19:12
35,10/5/15 19:12
17,10/5/15 19:13
36,10/5/15 19:17
9,10/5/15 19:17
66,10/5/15 19:18
51,10/5/15 19:19
56,10/5/15 19:20
16,10/5/15 19:21
40,10/5/15 19:22
24,10/5/15 19:24
37,10/5/15 19:27
45,10/5/15 19:30
23,10/5/15 19:31
93,10/5/15 19:32
75,10/5/15 19:33
91,10/5/15 19:37
25,10/5/15 19:37
31,10/5/15 19:37
20,10/5/15 19:38
58,10/5/15 19:43
62,10/5/15 19:44
12,10/5/15 19:48
72,10/5/15 19:49
53,10/5/15 20:00
78,10/5/15 20:00
1,10/5/15 20:03
46,10/5/15 20:04
80,10/5/15 20:04
18,10/5/15 20:06
71,10/5/15 20:11
30,10/5/15 20:14
7,10/5/15 20:16
70,10/5/15 20:16
8,10/5/15 20:18
92,10/5/15 20:19
83,10/5/15 20:19
68,10/5/15 20:20
18,10/5/15 20:23
19,10/5/15 20:23
43,10/5/15 20:27
50,10/5/15 20:28
95,10/5/15 20:28
96,10/5/15 20:30
34,10/5/15 20:30
48,10/5/15 20:30
90,10/5/15 20:31
26,10/5/15 20:33
14,10/5/15 20:38
28,10/5/15 20:40
27,10/5/15 20:49
1,10/6/15 8:02
2,10/6/15 8:02
3,10/6/15 8:03
4,10/6/15 8:04
5,10/6/15 8:04
6,10/6/15 8:07
7,10/6/15 8:07
8,10/6/15 8:07
9,10/6/15 8:07
10,10/6/15 8:14
11,10/6/15 8:27
12,10/6/15 8:28
13,10/6/15 8:28
14,10/6/15 8:33
15,10/6/15 8:38
16,10/6/15 8:40
17,10/6/15 9:00
18,10/6/15 9:00
19,10/6/15 9:00
20,10/6/15 9:00
21,10/6/15 9:00
23,10/6/15 9:08
24,10/6/15 9:09
25,10/6/15 9:10
26,10/6/15 9:11
27,10/6/15 9:12
28,10/6/15 9:18
29,10/6/15 9:27
30,10/6/15 9:27
32,10/6/15 9:32
33,10/6/15 9:36
34,10/6/15 9:47
35,10/6/15 9:47
36,10/6/15 10:00
37,10/6/15 10:00
38,10/6/15 10:00
39,10/6/15 10:00
40,10/6/15 10:04
41,10/6/15 10:07
42,10/6/15 10:07
43,10/6/15 10:11
44,10/6/15 10:12
45,10/6/15 10:13
46,10/6/15 10:16
47,10/6/15 10:17
48,10/6/15 10:17
49,10/6/15 10:19
50,10/6/15 10:19
51,10/6/15 10:20
52,10/6/15 10:20
53,10/6/15 10:20
54,10/6/15 10:20
55,10/6/15 10:21
56,10/6/15 10:21
57,10/6/15 10:23
58,10/6/15 10:24
59,10/6/15 10:26
60,10/6/15 10:27
61,10/6/15 10:27
62,10/6/15 10:27
64,10/6/15 10:28
65,10/6/15 10:29
66,10/6/15 10:30
67,10/6/15 10:31
68,10/6/15 10:31
69,10/6/15 10:32
70,10/6/15 10:32
71,10/6/15 10:32
72,10/6/15 10:32
73,10/6/15 10:33
74,10/6/15 10:34
75,10/6/15 10:34
76,10/6/15 10:37
77,10/6/15 10:37
78,10/6/15 10:37
79,10/6/15 10:37
80,10/6/15 10:38
81,10/6/15 10:38
82,10/6/15 10:40
83,10/6/15 10:40
84,10/6/15 10:40
85,10/6/15 10:40
86,10/6/15 10:40
87,10/6/15 10:41
88,10/6/15 10:41
89,10/6/15 10:42
18,10/6/15 10:42
90,10/6/15 10:43
91,10/6/15 10:44
92,10/6/15 10:46
93,10/6/15 10:47
94,10/6/15 10:47
95,10/6/15 10:48
96,10/6/15 10:48
97,10/6/15 10:49
13,10/6/15 12:00
13,10/6/15 12:01
31,10/6/15 12:02
44,10/6/15 12:03
16,10/6/15 12:03
38,10/6/15 12:11
51,10/6/15 12:14
4,10/6/15 12:16
58,10/6/15 12:19
82,10/6/15 12:21
12,10/6/15 12:23
91,10/6/15 12:26
80,10/6/15 12:29
71,10/6/15 12:36
8,10/6/15 12:40
33,10/6/15 12:46
21,10/6/15 13:00
52,10/6/15 13:00
64,10/6/15 13:01
31,10/6/15 13:01
74,10/6/15 13:01
61,10/6/15 13:01
65,10/6/15 13:02
15,10/6/15 13:03
24,10/6/15 13:04
64,10/6/15 13:07
44,10/6/15 13:07
88,10/6/15 13:08
77,10/6/15 13:10
67,10/6/15 13:11
11,10/6/15 13:11
3,10/6/15 13:11
46,10/6/15 13:11
45,10/6/15 13:14
39,10/6/15 13:14
94,10/6/15 13:14
46,10/6/15 13:16
89,10/6/15 13:17
48,10/6/15 13:17
51,10/6/15 13:18
73,10/6/15 13:19
23,10/6/15 13:20
11,10/6/15 13:21
43,10/6/15 13:21
5,10/6/15 13:22
40,10/6/15 13:22
28,10/6/15 13:22
75,10/6/15 13:23
86,10/6/15 13:24
47,10/6/15 13:24
76,10/6/15 13:24
41,10/6/15 13:26
50,10/6/15 13:27
36,10/6/15 13:28
42,10/6/15 13:29
37,10/6/15 13:29
54,10/6/15 13:31
65,10/6/15 13:33
69,10/6/15 13:37
56,10/6/15 13:39
81,10/6/15 13:40
39,10/6/15 13:44
15,10/6/15 13:47
6,10/6/15 13:47
58,10/6/15 13:48
93,10/6/15 14:00
41,10/6/15 14:00
20,10/6/15 14:01
62,10/6/15 14:02
66,10/6/15 14:03
84,10/6/15 14:03
24,10/6/15 14:03
9,10/6/15 14:04
48,10/6/15 14:04
66,10/6/15 14:04
66,10/6/15 14:06
51,10/6/15 14:06
23,10/6/15 14:07
20,10/6/15 14:07
62,10/6/15 14:07
33,10/6/15 14:07
43,10/6/15 14:08
47,10/6/15 14:11
12,10/6/15 14:11
91,10/6/15 14:11
80,10/6/15 14:12
57,10/6/15 14:12
71,10/6/15 14:14
5,10/6/15 14:14
8,10/6/15 14:17
95,10/6/15 14:17
25,10/6/15 14:18
25,10/6/15 14:18
90,10/6/15 14:23
61,10/6/15 14:26
49,10/6/15 14:32
84,10/6/15 14:34
9,10/6/15 14:38
56,10/6/15 14:39
45,10/6/15 14:39
52,10/6/15 14:39
50,10/6/15 14:41
68,10/6/15 14:47
72,10/6/15 14:47
76,10/6/15 18:07
81,10/6/15 18:11
65,10/6/15 18:11
11,10/6/15 18:14
67,10/6/15 18:14
13,10/6/15 18:14
39,10/6/15 18:18
3,10/6/15 18:19
77,10/6/15 18:22
52,10/6/15 18:22
89,10/6/15 18:24
61,10/6/15 18:30
41,10/6/15 18:31
82,10/6/15 18:33
64,10/6/15 18:36
59,10/6/15 18:36
73,10/6/15 18:36
84,10/6/15 18:36
94,10/6/15 18:37
15,10/6/15 19:01
44,10/6/15 19:03
54,10/6/15 19:04
49,10/6/15 19:06
6,10/6/15 19:06
21,10/6/15 19:06
29,10/6/15 19:06
57,10/6/15 19:07
32,10/6/15 19:07
74,10/6/15 19:07
38,10/6/15 19:07
4,10/6/15 19:07
60,10/6/15 19:07
86,10/6/15 19:07
97,10/6/15 19:08
85,10/6/15 19:08
88,10/6/15 19:08
5,10/6/15 19:08
42,10/6/15 19:08
33,10/6/15 19:09
87,10/6/15 19:09
69,10/6/15 19:10
55,10/6/15 19:10
79,10/6/15 19:11
10,10/6/15 19:11
47,10/6/15 19:11
2,10/6/15 19:12
35,10/6/15 19:12
17,10/6/15 19:13
36,10/6/15 19:17
9,10/6/15 19:17
66,10/6/15 19:18
51,10/6/15 19:19
56,10/6/15 19:20
16,10/6/15 19:21
40,10/6/15 19:22
24,10/6/15 19:24
37,10/6/15 19:27
45,10/6/15 19:30
23,10/6/15 19:31
93,10/6/15 19:32
